character-bank = 31	2594	2
character-bank = 32	9945	1
character-bank = 33	562	195
character-bank = 34	2640	1
character-bank = 35	3058	1
character-bank = 36	887	311
character-bank = 37	2664	1
character-bank = 38	2644	1
character-bank = 39	8013	90
character-bank = 40	1302	1
character-bank = 41	2652	2
character-bank = 42	2588	2
character-bank = 43	2654	1
character-bank = 44	949	28
character-bank = 45	951	1
character-bank = 46	1624	1
character-bank = 47	1622	1
character-bank = 48	2008	1
character-bank = 49	13206	2
character-bank = 50	13197	1
character-bank = 51	13204	1
character-bank = 52	13210	1
character-bank = 53	13203	1
character-bank = 54	13222	1
character-bank = 55	13221	1
character-bank = 56	13220	1
character-bank = 57	13216	1
character-bank = 58	13202	1
character-bank = 59	1898	20
character-bank = 60	2310	17
character-bank = 61	2308	18
character-bank = 62	4754	2
character-bank = 63	15569	1
character-bank = 64	15573	1
character-bank = 65	15574	1
character-bank = 66	8136	1
character-bank = 67	12650	2
character-bank = 68	12653	2
character-bank = 69	2016	1
character-bank = 70	204	1
character-bank = 71	202	1
character-bank = 72	5341	1
character-bank = 73	11866	2
character-bank = 74	6586	1
character-bank = 75	4713	1
character-bank = 76	4760	1
character-bank = 77	4715	1
character-bank = 78	13198	1
character-bank = 79	4758	1
character-bank = 80	5292	1
character-bank = 81	1512	7
character-bank = 82	5342	1
character-bank = 83	2512	1
character-bank = 84	250	1
character-bank = 85	252	1
character-bank = 86	254	1
character-bank = 87	262	1
character-bank = 88	256	1
character-bank = 89	208	1
character-bank = 90	260	1
character-bank = 91	266	1
character-bank = 92	264	1
character-bank = 93	268	1
character-bank = 94	270	1
character-bank = 95	2482	1
character-bank = 96	3001	1
character-bank = 97	4756	1
character-bank = 98	11921	1
character-bank = 99	1360	2
character-bank = 100	2648	1
character-bank = 101	2642	1
character-bank = 102	2618	1
character-bank = 103	1320	2
character-bank = 104	2674	1
character-bank = 105	3060	1
character-bank = 106	10445	1
character-bank = 107	9947	2
character-bank = 108	1186	1
character-bank = 109	10477	97
character-bank = 110	10293	1
character-bank = 111	1114	1
character-bank = 112	300	191
character-bank = 113	2492	1
character-bank = 114	564	91
character-bank = 115	1128	1
character-bank = 116	1334	3
character-bank = 117	2614	1
character-bank = 118	2598	1
character-bank = 119	12651	1
character-bank = 120	13182	1
character-bank = 121	12656	1
character-bank = 122	12941	1
character-bank = 123	2592	3
character-bank = 124	13178	1
character-bank = 125	12646	1
character-bank = 126	222	1
character-bank = 127	12645	1
character-bank = 128	12644	1
character-bank = 129	12652	1
character-bank = 130	12654	1
character-bank = 131	3479	1
character-bank = 132	380	50
character-bank = 133	2646	1
character-bank = 134	8014	61
character-bank = 135	2650	1
character-bank = 136	8012	67
character-bank = 137	11865	32
character-bank = 138	11	2
character-bank = 139	12003	1
character-bank = 140	4739	1
character-bank = 141	4737	1
character-bank = 142	3843	1
character-bank = 143	6921	1
character-bank = 144	11906	1
character-bank = 145	4711	1
character-bank = 146	12007	4
character-bank = 147	13263	1
character-bank = 148	13	1
character-bank = 149	9	1
character-bank = 150	13223	1
character-bank = 151	4152	1
character-bank = 152	953	1
character-bank = 153	140	10
character-bank = 154	2425	1
character-bank = 155	2435	1
character-bank = 156	278	2
character-bank = 157	230	3
character-bank = 158	1778	1
character-bank = 159	118	2
character-bank = 160	114	1
character-bank = 161	2467	1
character-bank1 = 0	996	1500000
character-bank2 = 0	8014	10
character-bank3 = 0	8013	10
character-bank4 = 0	9707	1000
character-bank5 = 0	561	400
character-bank6 = 0	5699	5
character-bank7 = 0	893	200
character-bank8 = 0	566	200

[FRIENDS]

[EOF]

